"Story","Title","Result","Date","Stability","Duration (s)"
"Registro y login de usuario en Automation Exercise","Registrar y luego iniciar sesión con un nuevo usuario","SUCCESS","2025-07-21T20:15:56.7196044-05:00[America/Bogota]","0.0","13.52"
