"Story","Title","Result","Date","Stability","Duration (s)"
"Registro y login de usuario en Automation Exercise","Registrar y luego iniciar sesión con un nuevo usuario","PENDING","2025-07-21T19:53:10.0432501-05:00[America/Bogota]","0.0","0.67"
