"Story","Title","Result","Date","Stability","Duration (s)"
"Registro y login de usuario en Automation Exercise","Registrar y luego iniciar sesión con un nuevo usuario","SUCCESS","2025-07-21T20:02:17.2058987-05:00[America/Bogota]","0.0","40.08"
